	CNAC: BLCA	CNAC: BRCA	CNAC: CESC	CNAC: COAD	CNAC: ESCA	CNAC: HNSC	CNAC: KIRC	CNAC: KIRP	CNAC: LIHC	CNAC: LUAD	CNAC: LUSC	CNAC: PRAD	CNAC: READ	CNAC: STAD	CNAC: THCA	CNAC: UCEC	CNAS: BLCA	CNAS: BRCA	CNAS: CESC	CNAS: COAD	CNAS: ESCA	CNAS: HNSC	CNAS: KIRC	CNAS: KIRP	CNAS: LIHC	CNAS: LUAD	CNAS: LUSC	CNAS: PRAD	CNAS: READ	CNAS: STAD	CNAS: THCA	CNAS: UCEC
LOC101929622	377.0	419.0	0.0	306.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	301.0	419.0	0.0	273.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
LOC102723701	377.0	419.0	0.0	306.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	301.0	419.0	0.0	273.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
LOC728024	377.0	0.0	0.0	306.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	301.0	0.0	0.0	273.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
PROSC	377.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	301.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
ZNF703	377.0	419.0	0.0	306.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	26.0	0.0	5.0	72.0	301.0	419.0	0.0	273.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	26.0	0.0	5.0	72.0
FNTA	364.0	644.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0	263.0	619.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0
HGSNAT	364.0	644.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0	263.0	619.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0
POMK	364.0	644.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0	263.0	619.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0
POTEA	364.0	644.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0	263.0	619.0	0.0	47.0	74.0	0.0	126.0	0.0	152.0	116.0	0.0	0.0	26.0	0.0	5.0	0.0
BCKDHB	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
CD109	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
CEP162	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
COL12A1	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
COX7A2	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
CYB5R4	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
DDX43	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
DOPEY1	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
DPPA5	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
EEF1A1	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
ELOVL4	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
FAM46A	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
FILIP1	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
HMGN3	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
HMGN3-AS1	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
HTR1B	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
IBTK	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
IMPG1	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
IRAK1BP1	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
KHDC1	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
KHDC1L	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
KHDC3L	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LCA5	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LCAL1	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LINC01526	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LINC01621	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LOC100506804	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LOC101928489	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LOC101928516	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LOC101928540	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
LOC105377879	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MB21D1	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
ME1	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MEI4	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MIR4463	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MRAP2	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MTO1	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MYO6	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
OOEP	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
PGM3	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
PHIP	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
PRSS35	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
RIPPLY2	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
RWDD2A	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
SENP6	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
SH3BGRL2	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
SLC17A5	344.0	0.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	0.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
SNAP91	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
SNORD141A	344.0	283.0	0.0	0.0	49.0	0.0	237.0	0.0	226.0	467.0	0.0	0.0	74.0	93.0	9.0	130.0	203.0	283.0	0.0	0.0	49.0	0.0	144.0	0.0	182.0	289.0	0.0	0.0	74.0	93.0	9.0	130.0
TMEM30A	344.0	362.0	0.0	0.0	49.0	0.0	237.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	144.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
TPBG	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
TTK	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
UBE3D	344.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	467.0	0.0	0.0	0.0	93.0	6.0	0.0	203.0	362.0	0.0	0.0	49.0	0.0	140.0	0.0	122.0	289.0	0.0	0.0	0.0	93.0	6.0	0.0
MIR1244-1	291.0	0.0	126.0	88.0	0.0	158.0	0.0	12.0	0.0	445.0	173.0	0.0	69.0	235.0	16.0	0.0	244.0	0.0	126.0	85.0	0.0	158.0	0.0	12.0	0.0	320.0	173.0	0.0	47.0	185.0	16.0	0.0
MIR1244-2	291.0	0.0	126.0	88.0	0.0	158.0	0.0	12.0	0.0	445.0	173.0	0.0	69.0	235.0	16.0	0.0	244.0	0.0	126.0	85.0	0.0	158.0	0.0	12.0	0.0	320.0	173.0	0.0	47.0	185.0	16.0	0.0
MIR1244-3	291.0	0.0	126.0	88.0	0.0	158.0	0.0	12.0	0.0	445.0	173.0	0.0	69.0	235.0	16.0	0.0	244.0	0.0	126.0	85.0	0.0	158.0	0.0	12.0	0.0	320.0	173.0	0.0	47.0	185.0	16.0	0.0
PTPRD	273.0	322.0	0.0	0.0	0.0	252.0	157.0	0.0	0.0	295.0	0.0	50.0	0.0	214.0	0.0	79.0	271.0	322.0	0.0	0.0	0.0	252.0	157.0	0.0	0.0	295.0	0.0	50.0	0.0	214.0	0.0	79.0
PTPRD-AS1	273.0	322.0	0.0	0.0	0.0	252.0	157.0	0.0	0.0	295.0	0.0	50.0	0.0	214.0	0.0	79.0	271.0	322.0	0.0	0.0	0.0	252.0	157.0	0.0	0.0	295.0	0.0	50.0	0.0	214.0	0.0	79.0
ABALON	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	0.0	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	0.0
BCL2L1	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0
COX4I2	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0
HM13	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	146.0	0.0	0.0	0.0	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	146.0	0.0	0.0	0.0
HM13-AS1	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	146.0	0.0	0.0	0.0	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	146.0	0.0	0.0	0.0
ID1	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0
MIR3193	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0	268.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	153.0
TPX2	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	0.0	268.0	0.0	135.0	323.0	0.0	0.0	0.0	0.0	0.0	241.0	306.0	0.0	146.0	0.0	0.0	0.0
AARD	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ABRA	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ADAM18	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0
ADAM2	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	157.0	0.0	0.0	26.0	0.0	5.0	0.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	157.0	0.0	0.0	26.0	0.0	5.0	0.0
ADAM28	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
ADAM32	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	86.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	83.0	0.0	5.0	72.0
ADAM3A	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
ADAM5	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
ADAM7	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
ADAM9	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	47.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
ADAMDEC1	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
ADCK5	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ADCY8	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ADGRB1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ADHFE1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ADRA1A	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
ADRB3	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
AGO2	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ANGPT1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ANKRD46	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ANXA13	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARC	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARFGEF1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARHGAP39	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARMC1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ASAH1	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ASAP1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
